hotel_id,place_id,display_name,formatted_address
mum125,ChIJUy8MQiPO5zsRStPlsYen688,Itsy Hotels Elegant,"80/82 Narayan Dhuru Street, Yusuf Meherali Road, Pydhonie, devi Temple, near Mumba, Nakhuda Mohalla, Zaveri Bazaar, Bhuleshwar, Mumbai, Maharashtra 400003, India"
mum126,ChIJX7dgQsHR5zsRvbTuhcUAsFI,Hotel Regal Plaza,"SBS ROAD, COLABA Colaba, near REAGAL CINEMA, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India"
mum127,ChIJJa1qIr7R5zsRUGO1YpdFKUM,Hotel Lords,"Dhan Mansion, VT (CST, 301, Adi Murzban Path, opposite कॅफे युनिव्हर्सल, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India"
mum128,ChIJk-qnPCPI5zsRRVwKgwgqeP8,Artus Inn,"4th Floor, Grace Plaza, Rd Number 12, M.I.D.C, Marol MIDC Industry Estate, Andheri East, Mumbai, Maharashtra 400093, India"
mum129,ChIJ1xbQ9gDR5zsRcGJ-ZJfQudc,Hotel Ozone Inn | Mumbai,"Nathalal parekh marg, Wodehouse Rd, next to Dunne's Institute, Colaba, Mumbai, Maharashtra 400005, India"
mum130,ChIJ0-E9TQDP5zsRq0ok3WYm7bo,Hotel Jupiter Residency,"Floor G-5, Plot no 395/397, Ashmul House, Narsi Natha Street, Katha Bazar, Masjid Station, Chinchbunder, Mumbai : 400 009, Katha Bazar, Vadgadi, Masjid Bandar West, Masjid Bandar, Mumbai, Maharashtra 400009, India"
mum131,ChIJe_5czGTP5zsR-wzjNm-piW8,Hotel Qamar,"Sookaina Manzil, 167, Shaida Marg, Bhat Bazar, Chinchbunder, Mandvi, Mumbai, Maharashtra 400009, India"
mum132,ChIJ88BOSgDR5zsRBMPlCOBdKvI,Hotel Marine Lines,"3rd Floor, Plot no 99, La Cita Della building, Maharshi Karve road, Marine line, Gate 1, next to Pratishtha Bhavan, New Marine Lines, Churchgate, Mumbai, Maharashtra 400020, India"
mum133,ChIJT7oBsCjO5zsRsdUnWq0RgPI,Hotel O Dreamland,"167, Front Of C S T, New, Terminal, Railway Station, P D'Mello Rd, Carnac Bunder, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India"
mum134,ChIJzbG0QlzJ5zsRqIoa4Pohsqk,SOCIAL HUBZ,"Chandiwala Apartment, NEAR, Marol Maroshi Rd, opp. ICICI BANK, near to UNITED WINE SHOP, Christian Wadi, Marol, Andheri East, Mumbai, Maharashtra 400059, India"
mum135,ChIJf92f9S_P5zsRHAjO1sPuPgM,"Treebo Amber Imperial, Mumbai","Ground Floor, Shanti Niketan, Mandlik Bridge, S Bridge, opp. Ranibaug, Byculla, Mumbai, Maharashtra 400027, India"
mum136,ChIJAVkf3STO5zsRR7Fgs-UXqgY,"Hotel Residency Park, Mumbai","72/ 80, Grain Seed House, Yusuf Meher Ali Road, station, near Masjid Bandar, Pydhonie, Mandvi, Mumbai, Maharashtra 400003, India"
mum137,ChIJASHr1h625zsRiyII3h-ocVs,Hotel Regal Enclave Khar (W),"4th Rd, near Khar Market, Khar, Ram Krishna Nagar, Khar West, Mumbai, Maharashtra 400052, India"
